,bandwidth
321,777950
322,1394550
323,1403650
324,1340548
325,1096202
326,1993948
327,1290970
328,1619632
329,2145148
330,1343252
331,796850
332,739450
333,660150
334,452250
335,317250
336,21600
337,1297350
338,598048
339,529202
340,749250
341,1250100
342,1445862
343,1585238
344,1549450
345,1487446
346,1114004
347,1973698
348,1444502
349,1793498
350,1521404
351,1642232
352,1650418
353,1719900
354,1566012
355,1837338
356,2161332
357,2135718
358,2106000
359,2268000
360,2375348
361,1956802
362,2378700
363,1858950
364,1782000
365,2009728
366,1984920
367,2123552
368,2212650
369,2691598
370,3018900
371,3100952
372,3614852
373,4099048
374,3813750
375,4410450
376,4000048
377,4252502
378,4708868
379,4846444
380,3968988
381,4174200
382,5244748
383,4697284
384,4921598
385,4912520
386,4291650
387,4599450
388,4132350
389,3963966
390,4759734
391,4790520
392,4209928
393,4529252
394,4785748
395,5724290
396,5570022
397,478340
398,3738502
399,5468500
400,5788800
401,4939650
402,4454194
403,4810856
404,4392900
405,4111100
406,3010782
407,2470402
408,2270818
409,1972350
410,1869750
411,1811700
412,3066014
413,4253620
414,1913666
415,2525200
416,1573402
417,1309170
418,1358522
419,854458
420,1105394
421,1435306
422,1796850
423,1159648
424,1858964
425,1165038
426,1341900
427,977100
428,1181548
429,876500
430,685452
431,766800
432,863348
433,1133302
434,905200
435,454250
436,562950
437,801898
438,619000
439,694552
440,789748
441,788752
442,559900
443,677700
444,776948
445,867352
446,883298
447,1040452
448,1329750
449,1275750
450,1254150
451,1602450
452,1401300
453,1359450
454,1166400
455,938950
456,979400
457,875162
458,1102938
459,886600
460,565650
461,707400
462,959850
463,913950
464,942650
465,811348
466,697602
467,668600
468,918090
469,925660
470,965600
471,1172800
472,927800
473,902800
474,1013850
475,934200
476,918000
477,844382
478,740516
479,672302
480,542700
481,699300
482,823500
483,989900
484,1160000
485,1033400
486,1163698
487,1105652
488,920700
489,1219050
490,882248
491,974002
492,855900
493,1015550
494,812700
495,952750
496,990900
497,945000
498,876150
499,858600
500,648046
501,842704
502,937900
503,1358100
504,1201500
505,740150
506,789400
507,862648
508,999002
509,909900
510,1330798
511,1608940
512,1788614
513,1721250
514,1635594
515,1754256
516,1706400
517,1536300
518,1524150
519,1233900
520,1232548
521,1983850
522,1230154
523,1190350
524,1582898
525,1815684
526,1590996
527,1707054
528,1934900
529,1552150
530,1987832
531,1763380
532,2279238
533,1279150
534,1121150
535,1728000
536,1799900
537,1989548
538,1701002
539,1260900
540,1051650
541,1207250
542,1170100
543,1617300
544,1925082
545,1848180
546,1865036
547,1827900
548,1934548
549,1796852
550,580500
551,791100
552,926450
553,725648
554,1236902
555,531900
556,770850
557,567350
558,426882
559,666262
560,414806
561,927100
562,932850
563,873450
564,718200
565,657450
566,475200
567,482300
568,121148
569,687152
570,244350
571,29700
