,bandwidth
289,1211852
290,132104
291,0
292,2086860
293,4138204
294,3724524
295,2430444
296,2801844
297,2731696
298,2589508
299,3043456
300,3700588
301,2536576
302,2557516
303,2252508
304,2028740
305,2797760
306,3355472
307,2480708
308,3498812
309,2869140
310,3634208
311,2532244
312,2468836
313,963692
314,1398004
315,3655776
316,1717520
317,1908840
318,1891704
319,1622292
320,1126928
321,1245552
322,963820
323,521676
324,3093040
325,1131828
326,2621624
327,2227852
328,2866240
329,2148712
330,2418872
331,2471672
332,2887416
333,2694652
334,1924944
335,1552896
336,1861588
337,2923812
338,2139276
339,4936184
340,5164880
341,4309496
342,2919896
343,4852232
344,3282380
345,3403700
346,4027024
347,3552824
348,5888860
349,5265784
350,6038952
351,6160036
352,5629952
353,3862528
354,7491584
355,4419628
356,2178792
357,2915728
358,4944960
359,5566184
360,4423228
361,5566524
362,4779292
363,4423680
364,3403880
365,4090108
366,4022124
367,3370404
368,3652804
369,2341008
370,2735092
371,2412220
372,1950556
373,1098620
374,363960
375,323520
376,0
377,2698788
378,1010908
379,463712
380,0
381,953120
382,1799496
383,486848
384,2470664
385,1579856
386,1508412
387,441964
388,2298520
389,1600076
390,2151408
391,2530844
392,2669040
393,3433356
394,3165104
395,3361912
396,2323952
397,3669256
398,3182592
399,3775188
400,2346116
401,3708168
402,2518944
403,2332688
404,1660788
405,2380516
406,886984
407,2259248
408,809500
409,1562980
410,1256336
411,1381700
412,4162712
413,3305908
414,4556216
415,2438556
416,3523672
417,1877516
418,3335920
419,3863996
420,3668168
421,3210172
422,2804344
423,2580052
424,2820684
425,3380136
426,2910980
427,3468404
428,2844980
429,3080828
430,1767228
431,1512456
432,1209156
433,2445272
434,2877980
435,2199936
436,2001780
437,2460100
438,897432
439,1847096
440,1326432
441,1147148
442,881592
443,2014664
444,2809828
445,1947860
446,3216328
447,1114796
448,645692
449,1326432
450,1941120
451,1494932
452,928772
453,3136796
454,2469536
455,2213648
456,5217876
457,3655532
458,2131448
459,3706984
460,2387756
461,3799564
462,1042004
463,1814408
464,1442360
465,1999084
466,3316988
467,3968952
468,2331952
469,3623512
470,5549752
471,3846664
472,4059372
473,2392620
474,2522136
475,3400436
476,4215764
477,2284860
478,3026260
479,2675808
480,3139464
481,2925160
482,2393400
483,1843888
484,3341168
485,2507928
486,1738480
487,2948516
488,1658040
489,2422052
490,2626208
491,2959208
492,3215156
493,2710552
494,2281916
495,1622992
