,bandwidth
420,986736
421,947644
422,1040656
423,1742964
424,938908
425,2069828
426,1550200
427,648388
428,1867136
429,2058992
430,1562980
431,1730780
432,2561304
433,2765916
434,2215540
435,1850752
436,2015908
437,1883156
438,2154132
439,1835300
440,1321040
441,1294728
442,1980964
443,2550416
444,2644880
445,2752564
446,2942660
447,2358144
448,1802352
449,2766856
450,2384552
451,1992992
452,2460100
453,2588860
454,2533540
455,2886820
456,2907640
457,2981020
458,2996920
459,2854256
460,2777372
461,2665360
462,2692268
463,2652188
464,2775248
465,2897136
466,2953468
467,3179472
468,3114368
469,2933056
470,2695420
471,2532288
472,2729236
473,2774648
474,2572688
475,2248176
476,2301968
477,2346300
478,2477596
479,2085304
480,1901328
481,1663432
482,2168932
483,2094768
484,2321992
485,2365028
486,2607032
487,2504144
488,2490196
489,2598900
490,2728396
491,2367168
492,2409472
493,2857892
494,2580612
495,2861156
496,2393348
497,2514280
498,3352216
499,2739996
500,2943224
501,3243444
502,2828676
503,2917588
504,3201500
505,2818668
506,2400944
507,2584220
508,3083964
509,3201500
510,2728352
511,2461448
512,2279468
513,2563884
514,2485516
515,430080
516,2445312
517,2576384
518,3125248
519,2086912
520,2201600
521,3190784
522,5351424
523,4634476
524,3388924
525,2883584
526,2813952
527,2691072
528,2707456
529,2478080
530,1898496
531,2715648
532,2605056
533,2582528
534,3647488
535,2152448
536,2533376
537,2951168
538,4155392
539,3227648
540,2719744
541,2854912
542,2947072
543,2401740
544,1861588
545,1205112
546,904508
547,29656
548,0
549,0
550,0
551,1218956
552,1925928
553,1473468
554,1946408
555,1536720
556,1542112
557,1397228
558,1278552
559,1296128
560,1058828
561,1883156
562,2261944
563,2722960
564,1149844
565,2979884
566,2119600
567,1722744
568,2193896
569,3016064
570,3690288
571,3703552
572,2803840
573,2965196
574,4108668
575,3045180
576,3709492
577,3320072
578,3763232
579,3875708
580,3871904
