,bandwidth
234,3758080
235,5107712
236,6926336
237,6696960
238,6942720
239,3426304
240,4454400
241,6955008
242,7118848
243,7045120
244,4913152
245,4182016
246,5974016
247,7450624
248,7034880
249,4786176
250,3973120
251,6277120
252,6649856
253,6397952
254,3952640
255,3547136
256,6774784
257,6729728
258,6854656
259,4677632
260,3821568
261,7225344
262,6897664
263,6878040
264,3807232
265,3784704
266,6680576
267,6522880
268,6725632
269,4882432
270,4665344
271,5980160
272,6725632
273,6647808
274,5009408
275,3604480
276,6002688
277,6744064
278,6868992
279,5083136
280,3262464
281,6328320
282,6825984
283,6875136
284,4902912
285,4403200
286,6291456
287,6817792
288,6758400
289,5603328
290,4182016
291,5789696
292,6598656
293,7311360
294,5287936
295,4761600
296,5924864
297,6727680
298,6529024
299,5623808
300,4153344
301,5593088
302,6139904
303,6621184
304,5588992
305,4059136
306,6205440
307,7180288
308,5531920
309,4078892
310,3534848
311,7020544
312,4917944
313,4944492
314,4857656
315,3121152
316,7110940
317,5312748
318,5416372
319,4111212
320,3665920
321,6856704
322,4702524
323,4913404
324,2909360
325,1200052
326,1837860
327,1457188
328,2069180
329,2278164
330,2990520
331,2711476
332,2046264
333,3859768
334,3417192
335,3416364
336,4376808
337,4310536
338,5065548
339,4645536
340,3977216
341,6858752
342,5146004
343,5423004
344,5134396
345,3858432
346,6748160
347,6358124
348,3880460
349,4619468
350,3545088
351,5789344
352,5033760
353,4967020
354,3531852
355,4558848
356,6037012
357,5091968
358,4919320
359,4390568
360,3026944
361,3145728
362,5982208
363,7006208
364,3378684
365,4243456
366,5926912
367,6012036
368,5082336
369,3146284
370,2998272
371,5564416
372,6549504
373,4777984
374,6850560
375,4673536
376,4964352
377,7065600
378,6663548
379,5759692
380,3461120
381,4820992
382,6641664
383,6717440
384,6676480
385,3919872
386,3680256
387,6985728
388,6895616
389,7038976
390,3964928
391,4022272
392,6660096
393,6858752
394,5843160
395,3704832
396,4597760
397,6979584
398,6692864
399,6707200
400,3629056
401,3399680
402,6619136
403,6725632
404,6754304
405,4481024
406,3600384
407,6649856
408,6877184
409,7202816
410,5591040
411,3891200
412,5873664
413,6688768
414,7602176
415,4153344
416,3297280
417,7151616
418,7016448
419,5348256
420,2519812
421,3801088
422,5060328
423,5433788
424,7151616
425,5963776
426,4345856
427,4886528
428,7016448
429,6901760
430,5939200
431,3923968
432,1130496
433,6656000
434,6823936
435,5152768
436,4124672
437,5902336
438,6311936
439,6696960
440,5992448
441,4497408
442,5197824
443,6688768
444,6746112
445,6045696
446,4481024
447,3997696
448,6336512
449,6752256
450,6805504
451,4192256
452,4233216
453,6545408
454,6776832
455,6621184
456,4120576
457,3764224
458,6699008
459,7215104
460,6836224
461,4403200
462,4157440
463,6754304
464,7139328
465,6586368
466,5156864
467,3201024
468,6434816
469,6529024
470,6746112
471,4288512
472,3885056
473,6547456
474,7129088
475,6680576
476,5398528
477,4595712
478,5251072
479,6930432
480,6230016
481,6373376
